Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
senate skate,35,35,40,23,0.00,https://proskatersplace.com/,0,0,0.00,0.74,1340000,"[29,29,11,64,11,11,11,11,11,11,11,64]",2026-02-06,"Image pack, Sitelinks, Video, People also ask, Popular products, Related searches",commercial,Organic
mini logo logo,54,54,880,23,0.55,https://proskatersplace.com/brand/mini-logo/,0,0,0.00,0.25,4050000000,"[24,13,5,16,100,81,62,6,45,81,81,100]",2026-02-08,"Image pack, Sitelinks, Video, Image, People also ask, Related searches","commercial, navigational",Organic
roller skates white pink,6,6,110,3,0.00,https://proskatersplace.com/shop/roller-skating/roller-skates/sfr-figure-white-pink-roller-skates/,0,0,0.00,0.96,11400000,"[78,78,64,50,78,100,64,78,64,64,50,78]",2026-01-15,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
quad roller boots,92,92,2900,44,0.44,https://proskatersplace.com/,0,0,0.00,0.6,3780000,"[0,0,0,0,0,0,29,0,4,19,100,81]",2026-02-23,"Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums",commercial,Organic
cross country ski apparel,46,46,480,13,0.79,https://proskatersplace.com/products/winter-sports/nordic-clothing/,0,0,0.00,1,11800000,"[55,76,100,76,30,13,6,3,8,8,10,36]",2026-01-10,"Sitelinks, Video, Image, Video Carousel, Popular products, Related searches",commercial,Organic
rollerblades with light up wheels,16,16,110,7,0.37,https://proskatersplace.com/brand/luminous/,0,0,0.00,0.99,332000,"[65,80,34,53,65,26,34,26,26,42,19,34]",2025-12-27,"Image pack, Sitelinks, Video, Image, Video Carousel, Popular products, Related searches","informational, transactional",Organic
car roller skates,56,56,170,21,0.00,https://proskatersplace.com/products/inline-skating/off-road-skates/,0,0,0.00,0.04,14300000,"[100,53,26,100,42,42,42,65,100,42,100,80]",2026-02-03,"Image pack, Sitelinks, Video, Image, Video Carousel, Popular products, Related searches",transactional,Organic
size 10 mens rollerblades,51,51,40,,0.28,https://proskatersplace.com/shop/inline-skates/,0,0,0.00,1,509000,"[50,100,14,7,7,50,64,50,0,0,0,0]",2026-01-02,"Sitelinks, Video, Image, Popular products, Related searches","informational, transactional",Organic
nis bindings,11,11,40,1,0.00,https://proskatersplace.com/shop/winter-sports/bindings-and-parts/rottefella-nnn-exercise-skate-nis-ski-bindings/,0,0,0.00,1,321000,"[4,11,11,2,2,2,2,2,2,2,2,2]",2026-01-06,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, AI overview","commercial, informational",Organic
best lubricant for bearings,28,28,70,8,0.87,https://proskatersplace.com/top-3-lubes-for-skate-bearings/,0,0,0.00,1,4860000,"[5,5,7,9,9,9,11,4,9,5,5,9]",2026-01-03,"Sitelinks, Video, Popular products, Related searches, AI overview",commercial,Organic
ice skate men,6,6,50,16,0.40,https://proskatersplace.com/how-much-does-roller-skating-cost/,0,0,0.00,1,52100000,"[66,53,5,10,2,0,0,2,0,2,2,10]",2026-01-21,"Sitelinks, Video, Image, People also ask, Popular products, Related searches, Discussions and forums",commercial,People also ask
adult speed skates,60,60,110,16,0.39,https://proskatersplace.com/,0,0,0.00,1,5090000,"[15,19,15,23,15,9,6,15,12,9,15,19]",2026-01-27,"Sitelinks, Video, Image, Popular products, Related searches, Discussions and forums",commercial,Organic
florham park roller rink photos,1,1,70,37,0.00,https://proskatersplace.com/what-to-wear-when-rollerskating/,0,0,0.00,0,6740,"[14,14,22,18,14,14,14,14,10,4,14,14]",2026-01-05,"Knowledge panel, Image pack, Video, People also ask, Related searches",informational,People also ask
second hand aggressive inline skates,46,46,70,5,0.15,https://proskatersplace.com/products/inline-skating/inline-boots/,0,0,0.00,0.93,140000,"[50,35,35,50,28,50,64,78,35,64,50,50]",2026-01-02,"Sitelinks, Video, Image, Popular products, Related searches",commercial,Organic
fr1 deluxe,11,11,30,3,0.55,https://proskatersplace.com/shop/inline-skating/inline-skates/fr-fr1-310-deluxe-intuition-inline-skates/,0,0,0.00,0.91,319000,"[22,22,44,22,55,44,33,22,22,22,22,22]",2025-12-29,"Knowledge panel, Image pack, Sitelinks, Video, Video Carousel, Related searches",informational,Organic
fr1 deluxe,22,22,30,3,0.55,https://proskatersplace.com/shop/inline-skating/inline-skates/fr-fr1-80-deluxe-intuition-black-skates/,0,0,0.00,0.91,319000,"[22,22,44,22,55,44,33,22,22,22,22,22]",2025-12-29,"Knowledge panel, Image pack, Sitelinks, Video, Video Carousel, Related searches",informational,Organic
pink deck skateboard,81,81,70,2,0.17,https://proskatersplace.com/shop/skateboards-and-longboards/board-components-parts/enuff-fade-blue-pink-classic-skateboard-deck/,0,0,0.00,1,10600000,"[34,53,34,42,15,0,80,65,0,0,0,0]",2026-01-15,"Sitelinks, Video, Image, Popular products, Related searches","informational, transactional",Organic
board 2 wheels,81,81,70,14,0.82,https://proskatersplace.com/products/skateboards-and-longboards/board-wheels/,0,0,0.00,0.54,152000000,"[35,50,35,35,21,50,100,78,64,50,100,78]",2026-01-03,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches",informational,Organic
las vegas ice center tickets,4,4,70,10,0.00,https://proskatersplace.com/how-much-does-roller-skating-cost/,0,0,0.00,0.01,104000000,"[52,100,42,33,33,9,19,80,23,23,14,23]",2026-01-03,"Knowledge panel, Video, People also ask, Related searches","navigational, transactional",People also ask
big 5 skates,45,45,50,16,0.23,https://proskatersplace.com/,0,0,0.00,0.99,26200000,"[23,23,17,28,17,17,17,12,5,5,5,5]",2026-02-03,"Sitelinks, Video, Image, Popular products, Related searches",navigational,Organic
fitness inline skates,19,19,590,11,0.24,https://proskatersplace.com/shop/inline-skates/,0,0,0.00,0.17,5620000,"[3,4,4,3,7,8,5,11,46,100,84,68]",2026-01-26,"Sitelinks, Video, Image, Video Carousel, Popular products, Related searches, Discussions and forums",commercial,Organic
motorised roller blades,65,65,50,13,0.34,https://proskatersplace.com/,0,0,0.00,0.53,172000,"[42,23,23,14,33,33,33,19,33,33,19,33]",2026-01-20,"Knowledge panel, Sitelinks, Video, Video Carousel, People also ask, Related searches",informational,Organic
pinball skates,50,50,50,23,0.52,https://proskatersplace.com/,0,0,0.00,0.09,426000,"[14,14,14,14,14,78,78,14,100,78,14,14]",2026-02-24,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Popular products, Related searches, Short videos","commercial, informational",Organic
pinball skates,58,58,50,23,0.52,https://proskatersplace.com/,0,0,0.00,0.09,426000,"[14,14,14,14,14,78,78,14,100,78,14,14]",2026-02-24,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Popular products, Related searches, Short videos","commercial, informational",Organic
spinner wheels for roller skates,8,8,50,17,0.00,https://proskatersplace.com/shop/inline-skating/inline-skate-wheels/powerslide-spinner-72mm-88a-wheels/,0,0,0.00,0.93,297000,"[100,41,11,11,11,52,82,11,11,11,11,11]",2026-02-10,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches","informational, transactional",Organic
spinner wheels for roller skates,9,9,50,17,0.00,https://proskatersplace.com/shop/inline-skating/inline-skate-wheels/powerslide-spinner-72mm-88a-wheels/,0,0,0.00,0.93,297000,"[100,41,11,11,11,52,82,11,11,11,11,11]",2026-02-10,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches","informational, transactional",Organic
roller city reviews,3,3,40,26,0.00,https://proskatersplace.com/what-to-wear-when-rollerskating/,0,0,0.00,0.33,118000000,"[100,18,18,18,100,18,18,18,18,18,18,18]",2026-01-05,"Local pack, Video, People also ask, Related searches",commercial,People also ask
penny vs longboard,51,51,90,1,0.00,https://proskatersplace.com/products/skaterboards-and-longboards/penny-boards/,0,0,0.00,0.16,2620000,"[50,35,50,64,50,100,78,50,64,50,64,50]",2026-01-24,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
penny vs longboard,59,59,90,1,0.00,https://proskatersplace.com/products/skaterboards-and-longboards/penny-boards/,0,0,0.00,0.16,2620000,"[50,35,50,64,50,100,78,50,64,50,64,50]",2026-01-24,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
penny vs longboard,79,79,90,1,0.00,https://proskatersplace.com/products/skaterboards-and-longboards/penny-boards/,0,0,0.00,0.16,2620000,"[50,35,50,64,50,100,78,50,64,50,64,50]",2026-01-24,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
mens rollerskates,46,46,140,14,0.36,https://proskatersplace.com/,0,0,0.00,1,5370000,"[12,12,12,12,9,9,36,36,19,19,19,23]",2026-01-21,"Local pack, Sitelinks, Video, Image, Popular products, Related searches",commercial,Organic
female jock,26,26,140,14,0.56,https://proskatersplace.com/shop/protection-gear-and-apparel/protective-shorts/stanley-vguard-hockey-female-jock-strap/,0,0,0.00,0.04,30600000,"[34,53,42,42,42,42,42,42,100,42,53,34]",2026-02-19,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, AI overview",informational,Organic
lange rx 100,74,74,70,6,0.48,https://proskatersplace.com/shop/winter-sports/alpine-ski-boots/lange-lx-100-all-mountain-alpine-ski-boots/,0,0,0.00,1,6080000,"[29,35,22,22,4,4,4,4,6,4,10,18]",2026-02-25,"Knowledge panel, Image pack, Sitelinks, Video, Video Carousel, Popular products, Related searches, Discussions and forums, AI overview",informational,Organic
fr1 skate,24,24,50,3,0.32,https://proskatersplace.com/shop/inline-skating/inline-skates/fr-fr1-80-black-urban-inline-skates/,0,0,0.00,1,271000,"[64,14,64,0,21,21,14,50,100,50,50,28]",2025-12-26,"Knowledge panel, Sitelinks, Video, Video Carousel, Related searches","informational, transactional",Organic
fr1 skate,54,54,50,3,0.32,https://proskatersplace.com/shop/inline-skating/inline-skates/fr-fr1-84-black-urban-inline-skates/,0,0,0.00,1,271000,"[64,14,64,0,21,21,14,50,100,50,50,28]",2025-12-26,"Knowledge panel, Sitelinks, Video, Video Carousel, Related searches","informational, transactional",Organic
fr1 skate,68,68,50,3,0.32,https://proskatersplace.com/shop/inline-skating/inline-skates/fr-fr1-90mm-urban-inline-skates/,0,0,0.00,1,271000,"[64,14,64,0,21,21,14,50,100,50,50,28]",2025-12-26,"Knowledge panel, Sitelinks, Video, Video Carousel, Related searches","informational, transactional",Organic
best knee pads for roller skating,2,2,110,14,0.37,https://proskatersplace.com/what-to-wear-when-rollerskating/,0,0,0.00,0.57,1130000,"[7,5,5,12,12,17,43,43,82,82,28,5]",2026-01-17,"Sitelinks, Video, Image, People also ask, Popular products, Related searches, Discussions and forums, AI overview",commercial,People also ask
best knee pads for roller skating,11,11,110,14,0.37,https://proskatersplace.com/4-must-have-roller-skating-protective-gear-items/,0,0,0.00,0.57,1130000,"[7,5,5,12,12,17,43,43,82,82,28,5]",2026-01-17,"Sitelinks, Video, Image, People also ask, Popular products, Related searches, Discussions and forums, AI overview",commercial,Organic
basic roller skating,59,59,50,20,0.24,https://proskatersplace.com/learn-rollerblade-tricks-without-getting-hurt/,0,0,0.00,0.52,42700000,"[12,17,0,17,17,12,17,17,17,17,12,17]",2025-12-28,"Sitelinks, Video, Image, Related searches, Short videos, AI overview",informational,Organic
child roller skate protection,20,20,40,7,0.00,https://proskatersplace.com/4-must-have-roller-skating-protective-gear-items/,0,0,0.00,0,15300000,"[45,100,18,0,0]",2026-02-24,"Sitelinks, Video, Image, Video Carousel, Popular products, Related searches, Discussions and forums",commercial,Organic
skateland waukesha hours,1,1,70,31,0.00,https://proskatersplace.com/what-to-wear-when-rollerskating/,0,0,0.00,0,6310,"[100,100,100,100,18,18,18,100,100,45,45,63]",2026-02-24,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches","navigational, transactional",People also ask
hockey inline roller skates,59,59,70,,0.49,https://proskatersplace.com/,0,0,0.00,1,6660000,"[0,0,0,0,20,0,0,24,0,0,0,0]",2026-01-06,"Sitelinks, Video, Image, Video Carousel, Popular products, Related searches","informational, transactional",Organic
rollerblades for sale near me,30,30,170,52,0.52,https://proskatersplace.com/,0,0,0.00,1,1420000,"[29,36,19,23,19,19,23,19,19,19,15,12]",2026-01-29,"Local pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches",transactional,Organic
sports with wheels,25,25,70,22,0.50,https://proskatersplace.com/,0,0,0.00,0.38,476000000,"[14,35,28,78,50,50,100,35,28,50,64,35]",2026-01-20,"Image pack, Sitelinks, Video, People also ask, Related searches, See results about, AI overview",informational,Organic
penni board,72,72,140,25,0.78,https://proskatersplace.com/products/skateboards-and-longboards/penny-boards/,0,0,0.00,0.89,216000000,"[0,0,0,0,0,100,0,0,0,0,0,0]",2026-02-06,"Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, AI overview",commercial,Organic
purchase roller skates,24,24,170,54,0.45,https://proskatersplace.com/,0,0,0.00,1,6070000,"[28,18,54,15,23,54,11,15,35,15,23,23]",2026-02-20,"Local pack, Sitelinks, Video, Image, Popular products, Related searches",transactional,Organic
bearings roller,68,68,30,19,1.08,https://proskatersplace.com/products/inline-skating/inline-skate-bearings/,0,0,0.00,1,24600000,"[3,5,5,8,8,1,0,5,3,5,6,8]",2026-01-25,"Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, AI overview",commercial,Organic
bearings roller,77,77,30,19,1.08,https://proskatersplace.com/products/roller-skating/roller-skate-bearings/,0,0,0.00,1,24600000,"[3,5,5,8,8,1,0,5,3,5,6,8]",2026-01-25,"Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, AI overview",commercial,Organic
good roller skates,57,57,390,19,0.41,https://proskatersplace.com/,0,0,0.00,1,34200000,"[54,24,30,8,5,4,5,4,4,4,4,30]",2026-01-31,"Sitelinks, Video, Image, People also ask, Popular products, Related searches, AI overview","commercial, informational",Organic
roller skates with lights in wheels,96,96,40,1,0.39,https://proskatersplace.com/brand/luminous/,0,0,0.00,1,14100000,"[23,64,23,11,64,11,11,11,11,11,11,11]",2025-12-26,"Sitelinks, Video, Image, Popular products, Related searches, Discussions and forums","informational, transactional",Organic
caln roller rink,7,7,70,26,0.00,https://proskatersplace.com/what-to-wear-when-rollerskating/,0,0,0.00,0,5860,"[14,22,22,18,14,14,10,14,10,8,14,10]",2026-02-07,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",informational,People also ask
womens pink roller blades,47,47,40,3,0.40,https://proskatersplace.com/,0,0,0.00,1,5960000,"[26,15,26,26,19,7,7,7,7,7,7,7]",2026-02-15,"Image pack, Sitelinks, Video, Image, Popular products, Related searches","informational, transactional",Organic
are roller blades or skates easier,41,41,170,,0.02,https://proskatersplace.com/inline-skates-vs-rollerblades/,0,0,0.00,0.03,3490000,"[35,28,53,66,100,43,43,28,23,53,35,43]",2026-01-05,"Sitelinks, Video, Image, Video Carousel, Related searches, AI overview",informational,Organic
orthotics in ski boots,66,66,30,3,0.88,https://proskatersplace.com/shop/protection-gear-and-apparel/socks-foot-care/sidas-nordic-ski-boots-3d-insoles/,0,0,0.00,0.99,512000,"[18,45,36,63,18,18,18,18,18,18,18,18]",2026-01-06,"Sitelinks, Video, People also ask, Popular products, Related searches",commercial,Organic
teal grip tape,9,9,50,2,0.38,https://proskatersplace.com/shop/skateboards-and-longboards/board-components-parts/enuff-teal-skateboard-grip-tape/,0,0,0.00,0.64,15600000,"[18,18,18,18,18,18,18,18,100,100,100,100]",2026-01-06,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
zinger roller skate wheels,24,24,110,14,0.18,https://proskatersplace.com/products/roller-skating/roller-skate-wheels/,0,0,0.00,0.97,18600,"[5,5,4,4,3,3,3,4,2,2,3,4]",2026-02-01,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches","commercial, informational",Organic
fischer ski nordic,6,6,50,17,0.49,https://proskatersplace.com/shop/winter-sports/cross-country-skis/fischer-sports-step-ifp-nordic-skis/,0,0,0.00,1,2200000,"[52,100,17,64,17,29,17,17,29,29,0,5]",2025-12-29,"Sitelinks, Video, Image, Popular products, Related searches",transactional,Organic
fischer ski nordic,43,43,50,17,0.49,https://proskatersplace.com/shop/winter-sports/cross-country-skis/fischer-sprint-crown-junior-ifp-nordic-skis/,0,0,0.00,1,2200000,"[52,100,17,64,17,29,17,17,29,29,0,5]",2025-12-29,"Sitelinks, Video, Image, Popular products, Related searches",transactional,Organic
